A1BG	ANXA7	0.0
A1BG	CDKN1A	0.03551807625188372
A1BG	GRB7	0.0
A1BG	SMN1	0.0
A1BG	SNCA	0.0
A1BG	TK1	0.043804451973189426
A1BG	CRISP3	0.0
ANXA7	A2M	0.0
ANXA7	ANGPT2	0.008771883664714826
ANXA7	ACTB	0.0
ANXA7	APC	0.1346402996551122
ANXA7	APLP1	0.0
ANXA7	ATP5B	0.09366668926719451
ANXA7	ATP6V1A	0.2231169818473171
ANXA7	MPPED1	0.033610173642090437
ANXA7	HOXD8	0.014895183342212397
ANXA7	SP110	0.07113856758819176
ANXA7	ATXN3	0.051112230373418825
ANXA7	MSH2	0.0
ANXA7	NGFR	0.0
ANXA7	PDHB	0.11467419106055543
ANXA7	PKM2	0.0
ANXA7	PRKCA	0.0
ANXA7	PRKCB	0.0
ANXA7	PRKCG	0.0
ANXA7	PSMB10	0.0
ANXA7	QARS	0.0
ANXA7	RBBP4	0.081737664327721
ANXA7	RPA1	0.05050062649667254
ANXA7	RPL13	0.0
ANXA7	RPS2	0.0
ANXA7	S100A10	0.0
ANXA7	SMPD1	0.0
ANXA7	SUMO3	0.0
ANXA7	SRI	0.0
ANXA7	TLE1	0.0
ANXA7	CLEC3B	0.0
ANXA7	TP53	0.0
ANXA7	UBE2D1	0.16095031392195497
ANXA7	USP4	0.11966145322215743
ANXA7	VIM	0.0
ANXA7	ZNF135	0.0
ANXA7	ZBTB16	0.0
ANXA7	TUBA1A	0.0
ANXA7	PAX8	0.0
ANXA7	UNC119	0.0
ANXA7	CPNE6	0.0
ANXA7	NMT2	0.0
ANXA7	MLL4	0.0
ANXA7	SETDB1	0.0
ANXA7	MED31	0.13302052059350067
ANXA7	SDF4	0.0
ANXA7	CSAD	0.0
ANXA7	ACTL6B	0.02636401480227088
ANXA7	INPP5K	0.0
ANXA7	SEMA5B	0.0
ANXA7	CPSF3L	0.0
ANXA7	OTUB1	0.0
ANXA7	WDR18	0.0
ANXA7	CCDC90B	0.0
ANXA7	TMEM108	0.0
ANXA7	FLAD1	0.0
ANXA7	ADAMTS10	0.0
ANXA7	FBN3	0.0
ANXA7	WDR73	0.0
ANXA7	ALG2	0.08535675319908174
ANXA7	DOCK7	0.0
ANXA7	TUBB2B	0.0
ANXA7	CDK4	0.0
ANXA7	CENPB	0.0
ANXA7	CHGB	0.018765921882606354
ANXA7	COL4A2	0.0
ANXA7	COL4A5	0.04490925105634834
ANXA7	CRMP1	0.0
ANXA7	CTSB	0.0
ANXA7	DMPK	0.0
ANXA7	DYNC1I1	0.0
ANXA7	DVL1	0.0
ANXA7	EEF1A1	0.0
ANXA7	EXT2	0.0
ANXA7	F13A1	0.03769843391597538
ANXA7	FGB	0.006433233425259841
ANXA7	GAPDH	0.0
ANXA7	GBP2	0.0
ANXA7	GDF9	0.0
ANXA7	GNB2	0.0
ANXA7	HADHB	0.18331404463739726
ANXA7	PDCD6	0.037440684983123876
ANXA7	TUBB3	0.0
ANXA7	CCT7	0.0
ANXA7	GNB5	0.01506154085011423
ANXA7	COPS6	0.0
ANXA7	FAF1	0.0
ANXA7	C14orf1	0.08138389639070708
ANXA7	CELF3	0.0
ANXA7	HMGXB3	0.0
ANXA7	DDAH2	0.0
ANXA7	PLD3	0.0
ANXA7	TIAM2	0.0
ANXA7	TRMT2A	0.0
ANXA7	TAF5L	0.0
ANXA7	KLHL23	0.0
ANXA7	ZNF431	0.07632449659325309
ANXA7	CPNE2	0.0
CDKN1A	CDK2	0.0
CDKN1A	CDK3	0.0
CDKN1A	CDK4	0.0
CDKN1A	CDK5	0.08539206903003135
CDKN1A	CDK6	0.0
CDKN1A	A2M	0.03665708677383211
CDKN1A	ACTB	0.11242752279616497
CDKN1A	PARP1	0.0
CDKN1A	AKT1	0.03047968911389646
CDKN1A	AKT2	0.0
CDKN1A	ALAS1	0.030083392219853546
CDKN1A	ANGPT2	0.10157581226237597
CDKN1A	APLP1	0.11336365065892351
CDKN1A	ATP5B	0.04487541169344744
CDKN1A	ATP6V1A	0.02984371224953672
CDKN1A	CCND1	0.08019575622860059
CDKN1A	CASP3	0.0
CDKN1A	CCNA2	0.0
CDKN1A	CCNB1	0.0
CDKN1A	CCND2	0.004768674156682753
CDKN1A	CCND3	0.09510514642477955
CDKN1A	CCNE1	0.0
CDKN1A	CDK1	0.0
CDKN1A	CDC5L	0.0
CDKN1A	CDC6	0.0
CDKN1A	CDC20	0.0
CDKN1A	CDC27	0.0
CDKN1A	CDKN1B	0.0
CDKN1A	CEBPA	0.04767436438264388
CDKN1A	CENPB	0.08482450792930507
CDKN1A	CHEK1	0.0
CDKN1A	CHGB	0.01316192536472565
CDKN1A	COL4A5	0.0
CDKN1A	MAPK14	0.0
CDKN1A	CSNK2A1	0.0
CDKN1A	CSNK2B	0.0317087731267718
CDKN1A	CTSB	0.10018322782792058
CDKN1A	DAPK3	0.12799616870602532
CDKN1A	DDB1	0.0
CDKN1A	GADD45A	0.23131233139793603
CDKN1A	DHX9	0.0
CDKN1A	DYNC1I1	0.0
CDKN1A	EEF1A1	0.0
CDKN1A	EXT2	0.0
CDKN1A	F13A1	0.11815567792061472
CDKN1A	FGB	0.0
CDKN1A	XRCC6	0.0
CDKN1A	GDF9	0.0
CDKN1A	GNB2	0.13011189545570823
CDKN1A	GSK3B	0.0
CDKN1A	HADHB	0.010947711052247547
CDKN1A	HDAC1	0.0
CDKN1A	ZBTB48	0.018603433361153617
CDKN1A	HOXD8	0.035357802628959725
CDKN1A	SP110	0.027452575519386117
CDKN1A	JUN	0.11954510445743981
CDKN1A	KRT31	0.039017975544558006
CDKN1A	MAP3K5	0.04826945329862825
CDKN1A	ATXN3	0.0
CDKN1A	MSH2	0.0
CDKN1A	GADD45B	0.21656036274429996
CDKN1A	NGFR	0.049059436752224544
CDKN1A	PCNA	0.0
CDKN1A	PDHB	0.022238599657681216
CDKN1A	CDK14	0.0
CDKN1A	PIM1	0.1328623807916126
CDKN1A	PKM2	0.10658978098384134
CDKN1A	POLD2	0.039551256628891966
CDKN1A	PRKCA	0.0
CDKN1A	PRKCH	0.0
CDKN1A	MAPK1	0.0
CDKN1A	MAPK3	0.11355990447581263
CDKN1A	MAPK4	0.0
CDKN1A	MAPK6	0.0
CDKN1A	MAPK7	0.04649479763239313
CDKN1A	MAPK8	0.0
CDKN1A	MAPK11	0.11809604832591603
CDKN1A	MAPK9	0.025622648649985095
CDKN1A	MAPK10	0.01577218419322454
CDKN1A	MAPK13	0.07209062779988512
CDKN1A	PSMA3	0.024023244528045974
CDKN1A	QARS	0.0
CDKN1A	RAB1A	0.042188370127101964
CDKN1A	RB1	0.0
CDKN1A	RBBP4	0.0
