A1BG	ANXA7
A1BG	CDKN1A
A1BG	GRB7
A1BG	SMN1
A1BG	SNCA
A1BG	TK1
A1BG	CRISP3
ANXA7	A1BG
ANXA7	A2M
ANXA7	ANGPT2
ANXA7	ACTB
ANXA7	APC
ANXA7	APLP1
ANXA7	ATP5B
ANXA7	ATP6V1A
ANXA7	MPPED1
ANXA7	HOXD8
ANXA7	SP110
ANXA7	ATXN3
ANXA7	MSH2
ANXA7	NGFR
ANXA7	PDHB
ANXA7	PKM2
ANXA7	PRKCA
ANXA7	PRKCB
ANXA7	PRKCG
ANXA7	PSMB10
ANXA7	QARS
ANXA7	RBBP4
ANXA7	RPA1
ANXA7	RPL13
ANXA7	RPS2
ANXA7	S100A10
ANXA7	SMPD1
ANXA7	SUMO3
ANXA7	SRI
ANXA7	TLE1
ANXA7	TMSB4X
ANXA7	CLEC3B
ANXA7	TP53
ANXA7	UBE2D1
ANXA7	USP4
ANXA7	VIM
ANXA7	ZNF135
ANXA7	ZBTB16
ANXA7	TUBA1A
ANXA7	PAX8
ANXA7	BAG6
ANXA7	UNC119
ANXA7	CPNE6
ANXA7	NMT2
ANXA7	MLL4
ANXA7	SETDB1
ANXA7	MED31
ANXA7	SDF4
ANXA7	CSAD
ANXA7	ACTL6B
ANXA7	INPP5K
ANXA7	SEMA5B
ANXA7	CPSF3L
ANXA7	OTUB1
ANXA7	LRIF1
ANXA7	WDR18
ANXA7	CCDC90B
ANXA7	TMEM108
ANXA7	FLAD1
ANXA7	ADAMTS10
ANXA7	RBM48
ANXA7	FBN3
ANXA7	WDR73
ANXA7	ALG2
ANXA7	DOCK7
ANXA7	TUBB2B
ANXA7	CDK4
ANXA7	CENPB
ANXA7	CHGB
ANXA7	COL4A2
ANXA7	COL4A5
ANXA7	CRMP1
ANXA7	CTSB
ANXA7	DMPK
ANXA7	DYNC1I1
ANXA7	DVL1
ANXA7	EEF1A1
ANXA7	EXT2
ANXA7	F13A1
ANXA7	FGB
ANXA7	GAPDH
ANXA7	GBP2
ANXA7	GDF9
ANXA7	GNB2
ANXA7	HADHB
ANXA7	PDCD6
ANXA7	TUBB3
ANXA7	CCT7
ANXA7	GNB5
ANXA7	COPS6
ANXA7	FAF1
ANXA7	C14orf1
ANXA7	CELF3
ANXA7	HMGXB3
ANXA7	DDAH2
ANXA7	PLD3
ANXA7	TIAM2
ANXA7	TRMT2A
ANXA7	TAF5L
ANXA7	KLHL23
ANXA7	ZNF431
ANXA7	CPNE2
CDKN1A	A1BG
CDKN1A	CDK2
CDKN1A	CDK3
CDKN1A	CDK4
CDKN1A	CDK5
CDKN1A	CDK6
CDKN1A	A2M
CDKN1A	ACTB
CDKN1A	PARP1
CDKN1A	AKT1
CDKN1A	AKT2
CDKN1A	ALAS1
CDKN1A	ANGPT2
CDKN1A	APLP1
CDKN1A	ATP5B
CDKN1A	ATP6V1A
CDKN1A	CCND1
CDKN1A	CASP3
CDKN1A	CCNA2
CDKN1A	CCNB1
CDKN1A	CCND2
CDKN1A	CCND3
CDKN1A	CCNE1
CDKN1A	CDK1
CDKN1A	CDC5L
CDKN1A	CDC6
CDKN1A	CDC20
CDKN1A	CDC27
CDKN1A	CDKN1B
CDKN1A	CEBPA
CDKN1A	CENPB
CDKN1A	CHEK1
CDKN1A	CHGB
CDKN1A	COL4A5
CDKN1A	MAPK14
CDKN1A	CSNK2A1
CDKN1A	CSNK2B
CDKN1A	CTSB
CDKN1A	DAPK3
CDKN1A	DDB1
CDKN1A	GADD45A
CDKN1A	DHX9
CDKN1A	DYNC1I1
CDKN1A	EEF1A1
CDKN1A	EXT2
CDKN1A	F13A1
CDKN1A	FGB
CDKN1A	XRCC6
CDKN1A	GDF9
CDKN1A	GNB2
CDKN1A	GSK3B
CDKN1A	HADHB
CDKN1A	HDAC1
CDKN1A	ZBTB48
CDKN1A	HOXD8
CDKN1A	SP110
CDKN1A	JUN
CDKN1A	KRT31
CDKN1A	MAP3K5
CDKN1A	ATXN3
CDKN1A	MSH2
CDKN1A	GADD45B
CDKN1A	NGFR
CDKN1A	PCNA
CDKN1A	PDHB
CDKN1A	CDK14
CDKN1A	PIM1
CDKN1A	PKM2
CDKN1A	POLD2
CDKN1A	PRKCA
CDKN1A	PRKCH
CDKN1A	MAPK1
CDKN1A	MAPK3
CDKN1A	MAPK4
CDKN1A	MAPK6
CDKN1A	MAPK7
CDKN1A	MAPK8
CDKN1A	MAPK11
CDKN1A	MAPK9
CDKN1A	MAPK10
CDKN1A	MAPK13
CDKN1A	PSMA3
CDKN1A	QARS
CDKN1A	RAB1A
CDKN1A	RB1
CDKN1A	RBBP4
CDKN1A	RPA1
CDKN1A	RPS2
CDKN1A	RPS27A
CDKN1A	S100A8
CDKN1A	MAPK12
CDKN1A	SET
CDKN1A	SKP1
CDKN1A	SKP2
CDKN1A	SUMO3
CDKN1A	STAT3
CDKN1A	TCF4
CDKN1A	TK1
CDKN1A	TLE1
CDKN1A	TMSB4X
CDKN1A	CLEC3B
CDKN1A	TOP1
CDKN1A	TP53
CDKN1A	TRAF1
CDKN1A	TSG101
CDKN1A	UBA52
CDKN1A	UBB
CDKN1A	UBC
CDKN1A	UBE2D1
CDKN1A	USP4
CDKN1A	VIM
CDKN1A	ZNF135
CDKN1A	ZBTB16
CDKN1A	TUBA1A
CDKN1A	BAG6
CDKN1A	CDC7
CDKN1A	CDC45
CDKN1A	SLC25A11
CDKN1A	CUL4A
CDKN1A	CDK5R1
CDKN1A	CCNA1
CDKN1A	UNC119
CDKN1A	CCNB2
CDKN1A	CCNE2
CDKN1A	DYRK1B
CDKN1A	CPNE6
CDKN1A	PDE4DIP
CDKN1A	MLL4
CDKN1A	SETDB1
CDKN1A	TUBB3
CDKN1A	GNB2L1
CDKN1A	DEAF1
CDKN1A	CCT7
CDKN1A	GNB5
CDKN1A	RAI1
CDKN1A	GADD45G
CDKN1A	COPS6
CDKN1A	CCDC85B
CDKN1A	FAF1
CDKN1A	CELF3
CDKN1A	IKZF3
CDKN1A	HMGXB3
CDKN1A	TTLL5
CDKN1A	DDAH2
CDKN1A	CIZ1
CDKN1A	TRMT2A
CDKN1A	TAF5L
CDKN1A	ITGB1BP3
CDKN1A	NRBP1
CDKN1A	MED31
CDKN1A	GMNN
CDKN1A	SDF4
CDKN1A	HERC5
CDKN1A	CSAD
CDKN1A	ACTL6B
CDKN1A	DTL
CDKN1A	GET4
CDKN1A	INPP5K
CDKN1A	C1orf123
CDKN1A	MCM10
CDKN1A	OTUB1
CDKN1A	LRIF1
CDKN1A	TEX11
CDKN1A	BCCIP
CDKN1A	TRIM54
CDKN1A	WIZ
CDKN1A	HDAC11
CDKN1A	FLAD1
CDKN1A	ADAMTS10
CDKN1A	RBM48
CDKN1A	ING5
CDKN1A	FBN3
CDKN1A	WDR73
CDKN1A	DOCK7
CDKN1A	HAUS1
CDKN1A	KLHL23
CDKN1A	SPRED1
CDKN1A	ZNF431
CDKN1A	CPNE2
CDKN1A	RNF144B
CDKN1A	TUBB2B
CDKN1A	AKT3
GRB7	A1BG
GRB7	ALK
GRB7	DYNC1I1
GRB7	EGFR
GRB7	EPHB1
GRB7	ERBB2
GRB7	ERBB3
GRB7	FGB
GRB7	GNB2
GRB7	SFN
GRB7	GRB2
GRB7	ATP5B
GRB7	CALM1
GRB7	CAV1
GRB7	HADHB
GRB7	INSR
GRB7	KIT
GRB7	MSH2
GRB7	PDGFRB
GRB7	PDHB
GRB7	PKM2
GRB7	PTK2
GRB7	PTPN11
GRB7	RET
GRB7	RPS2
GRB7	SHC1
GRB7	TEK
GRB7	TLE1
GRB7	TMSB4X
GRB7	ZBTB16
GRB7	MAP3K14
GRB7	CPNE6
GRB7	MLL4
GRB7	SETDB1
GRB7	LAX1
GRB7	TRIM36
GRB7	FLAD1
GRB7	DOCK7
GRB7	RND1
GRB7	AGAP1
GRB7	KCTD6
GRB7	LY6G6F
SMN1	A1BG
SMN1	A2M
SMN1	ACTB
SMN1	APLP1
SMN1	ATP5B
SMN1	ATP6V1A
SMN1	BCL2
SMN1	CENPB
SMN1	CLNS1A
SMN1	COL4A2
SMN1	COL4A5
SMN1	CRIP2
SMN1	DHX9
SMN1	DMPK
SMN1	DYNC1I1
SMN1	EEF1A1
SMN1	FBL
SMN1	EXT2
SMN1	EZH2
SMN1	FGB
SMN1	GAPDH
SMN1	GDF9
SMN1	GSK3B
SMN1	HADHB
SMN1	HNRNPU
SMN1	SP110
SMN1	IGHM
SMN1	ILF3
SMN1	KIF5A
SMN1	KPNB1
SMN1	LGALS1
SMN1	LGALS3
SMN1	MKI67
SMN1	MPP1
SMN1	MSH2
SMN1	NGFR
SMN1	PKM2
SMN1	POLR2A
SMN1	PPP4C
SMN1	PSME1
SMN1	QARS
SMN1	RBBP4
SMN1	RBBP6
SMN1	RPL13
SMN1	RPS2
SMN1	RXRA
SMN1	SMN2
SMN1	SUMO3
SMN1	SNRPA
SMN1	SNRPB
SMN1	SNRPD1
SMN1	SNRPD2
SMN1	SNRPD3
SMN1	SNRPE
SMN1	SNRPF
SMN1	SNRPG
SMN1	SNRPN
SMN1	STXBP2
SMN1	STXBP3
SMN1	SULT1A3
SMN1	TIAL1
SMN1	TLE1
SMN1	TMSB4X
SMN1	TP53
SMN1	USP4
SMN1	VAV2
SMN1	ZBTB16
SMN1	TUBA1A
SMN1	BAG6
SMN1	COIL
SMN1	GEMIN2
SMN1	EIF3G
SMN1	FUBP1
SMN1	TAF1C
SMN1	UNC119
SMN1	CPNE6
SMN1	NMT2
SMN1	ZRANB2
SMN1	MED26
SMN1	PDE4DIP
SMN1	MLL4
SMN1	SETDB1
SMN1	SLX1B
SMN1	ZXDC
SMN1	GEMIN7
SMN1	GEMIN6
SMN1	PHF17
SMN1	FLAD1
SMN1	ADAMTS10
SMN1	RBM48
SMN1	WDR73
SMN1	LSM10
SMN1	DOCK7
SMN1	SNUPN
SMN1	HNRNPR
SMN1	POP7
SMN1	TUBB3
SMN1	PRMT5
SMN1	SYNCRIP
SMN1	MYBBP1A
SMN1	RNPS1
SMN1	COPS6
SMN1	IMMT
SMN1	LSM6
SMN1	STRAP
SMN1	DDX20
SMN1	HABP4
SMN1	HMGXB3
SMN1	SMC5
SMN1	MAST2
SMN1	RBFOX2
SMN1	DDAH2
SMN1	CARHSP1
SMN1	LSM5
SMN1	LSM4
SMN1	GEMIN5
SMN1	GIGYF2
SMN1	OSTF1
SMN1	TRMT2A
SMN1	LSM1
SMN1	LSM3
SMN1	NKIRAS2
SMN1	GEMIN4
SMN1	MED31
SMN1	KLHL5
SMN1	SDF4
SMN1	MRPL37
SMN1	CSAD
SMN1	ACTL6B
SMN1	LSM7
SMN1	INPP5K
SMN1	GAR1
SMN1	SEMA5B
SMN1	DUS2L
SMN1	C19orf60
SMN1	MED9
SMN1	WDYHV1
SMN1	RIF1
SMN1	PLXNA3
SMN1	ARFGAP1
SMN1	LRIF1
SMN1	FAM20C
SMN1	WDR18
SMN1	LSM2
SMN1	WIZ
SMN1	CCDC90B
SMN1	LENG8
SMN1	AGAP1
SMN1	LSM11
SMN1	ZNF431
SMN1	MED19
SMN1	SLX1A
SNCA	A1BG
SNCA	ADRBK1
SNCA	APLP1
SNCA	APP
SNCA	BAD
SNCA	BAX
SNCA	BCL2L1
SNCA	CDK4
SNCA	PLK3
SNCA	CSNK1A1
SNCA	CSNK1D
SNCA	CSNK2A1
SNCA	CSNK2A2
SNCA	DYRK1A
SNCA	TOR1A
SNCA	EEF1A1
SNCA	ELK1
SNCA	PTK2B
SNCA	FGR
SNCA	FYN
SNCA	GAPDH
SNCA	GRK5
SNCA	GRK6
SNCA	HSPA1A
SNCA	LYN
SNCA	MAP1B
SNCA	MAPT
SNCA	SEPT2
SNCA	PARK2
SNCA	PLD1
SNCA	PLK1
SNCA	SEPT4
SNCA	PRKCE
SNCA	MAPK1
SNCA	MAPK3
SNCA	MAPK8
SNCA	KLK6
SNCA	GRK1
SNCA	SLC6A3
SNCA	SNCB
SNCA	CALM1
SNCA	CALM2
SNCA	CAMK2A
SNCA	SRC
SNCA	SYK
SNCA	TH
SNCA	UBB
SNCA	UBC
SNCA	VIM
SNCA	YWHAB
SNCA	YWHAE
SNCA	TUBA1A
SNCA	EIF3G
SNCA	SQSTM1
SNCA	MAPK8IP1
